name,tags
Millennium 2 - Take Me Higher,"RPG,Indie,Female Protagonist,RPGMaker,Adventure,Casual,Story Rich,Exploration,Episodic,JRPG,Great Soundtrack,Replay Value,Fantasy,Singleplayer,Funny,Turn-Based,+"
Retro Miami,"Action,Adventure,Indie,Casual,+"
Prison Test,"Indie,Casual,Simulation,+"
Innoquous 5,"Action,Indie,Casual,Level Editor,Puzzle,Platformer,Puzzle Platformer,+"
Active Mummy,"Sports,Runner,Puzzle,Platformer,Adventure,2D,Cute,Indie,Zombies,Atmospheric,2D Platformer,Casual,Voxel,Singleplayer,+"
1vs1: Battle Royale for the throne,"Adventure,RPG,RPGMaker,+"
Dark Side of War,"FPS,Difficult,Shooter,Horror,Pixel Graphics,Sci-fi,Demons,Action,Atmospheric,Old School,Retro,1990's,Soundtrack,Fast-Paced,Singleplayer,Violent,Gore,Simulation,Survival,3D,+"
Super Hardcore,"Strategy,Adventure,Indie,Casual,+"
Christmas Race 2,"Casual,Racing,Indie,+"
Kautic - The Bald Wizard,"Indie,Action,Adventure,Platformer,2D,Pixel Graphics,Difficult,+"
Space Wars,"Indie,Simulation,Space,Space Sim,Singleplayer,Short,Family Friendly,2D,Addictive,War,Casual,Early Access,Shoot 'Em Up,+"
Inertia,"Casual,Competitive,Level Editor,Tutorial,3D Platformer,3D,Parkour,Abstract,Minimalist,Action,Runner,First-Person,Multiplayer,Difficult,Platformer,Relaxing,Strategy,Beautiful,Colorful,Science,+"
Station 228,"Casual,Action,Adventure,Indie,Gore,Violent,+"
Distant Space 2,"Action,Adventure,Indie,Casual,+"
Mind Spheres,"Puzzle,Physics,Sports,Precision Platformer,Casual,Puzzle Platformer,Indie,Action,Simulation,Singleplayer,Short,Platformer,Strategy,Tower Defense,2D,Colorful,Space,Sci-fi,Relaxing,Side Scroller,+"
Tavern Cards,"Card Battler,Roguelite,Puzzle,Card Game,Point & Click,Roguelike,Story Rich,Deckbuilding,Horror,Strategy,First-Person,3D,FMV,Pixel Graphics,Psychological,Dark,Adventure,Experimental,Indie,Action,+"
IN THE BUILDING: CATS 2,"Side Scroller,Exploration,Clicker,Hidden Object,Creature Collector,Interactive Fiction,Education,2D,Cute,Detective,Casual,Controller,Minimalist,Hand-drawn,Stylized,Colorful,Family Friendly,Logic,Score Attack,Cats,+"
Old Town Bus Simulator,"Adventure,Casual,Simulation,Racing,Singleplayer,Immersive,Family Friendly,Auto Battler,Automobile Sim,Indie,Open World,Job Simulator,+"
EZ4u,"Indie,+"
Pixel Traffic: Highway Racing,"Indie,Casual,Racing,+"
Lost,"Casual,Action,Adventure,Indie,Fantasy,Story Rich,Arcade,Singleplayer,+"
The Tale of a Common Man,"RPG,RPGMaker,Indie,Casual,Adventure,Anime,Female Protagonist,Exploration,Strategy,Replay Value,Fantasy,+"
A Timely Intervention,"RPG,Female Protagonist,Time Travel,Casual,Adventure,Indie,Strategy,RPGMaker,Anime,Exploration,Story Rich,Replay Value,Futuristic,JRPG,2D,Pixel Graphics,Fantasy,Time Manipulation,Sci-fi,Party-Based RPG,+"
Shadowgrounds,"Top-Down Shooter,Sci-fi,Aliens,Action,Shooter,Singleplayer,Top-Down,Horror,Isometric,Adventure,Twin Stick Shooter,Gore,Indie,Shoot 'Em Up,Dark,PvE,Combat,Local Co-Op,Co-op,Multiplayer,+"
My Coloring Book: Professions,"Indie,Casual,Family Friendly,+"
Defense high,"Strategy,Tower Defense,Difficult,Addictive,Singleplayer,Casual,Indie,Great Soundtrack,Sports,+"
Space Stories: Darth Star,"Casual,Indie,Space,Arcade,Shoot 'Em Up,Tower Defense,+"
Ultimate Solid,"Indie,Action,Adventure,Puzzle,Physics,Difficult,Arcade,Puzzle Platformer,+"
VOYAGER,"Space Sim,Simulation,Space,Minimalist,Atmospheric,Music,Relaxing,Adventure,Exploration,Physics,Casual,Arcade,Abstract,Noir,Stylized,Philosophical,Sci-fi,Family Friendly,Singleplayer,2D,+"
Legends of the Universe - StarCore,"Action,Indie,Platformer,Metroidvania,2D,Singleplayer,RPG,Adventure,Action-Adventure,Pixel Graphics,1990's,Old School,Sci-fi,Space,Combat,Controller,Exploration,Female Protagonist,Anime,+"
Landlord of the Woods,"Point & Click,Hidden Object,Puzzle,Surreal,Cute,Adventure,Physics,Short,Hand-drawn,Atmospheric,Stylized,Magic,2D,Indie,Relaxing,Singleplayer,Logic,Story Rich,Casual,Fantasy,+"
Drift Stunt Racing 2019,"Simulation,Racing,Indie,Sports,+"
Cute Cats 3,"Casual,Point & Click,Puzzle,Hidden Object,Creature Collector,Cute,Hand-drawn,Colorful,Family Friendly,Cats,Nature,Relaxing,Singleplayer,+"
ARMORED KITTEN,"Shoot 'Em Up,Action,Action Roguelike,Indie,RPG,Memes,Arcade,2D,Twin Stick Shooter,Zombies,Cats,Singleplayer,Gore,Violent,Adventure,Shooter,Colorful,Space,Bullet Hell,Sci-fi,+"
Russian Roads,"Racing,Simulation,Indie,Automobile Sim,Atmospheric,Memes,Artificial Intelligence,Singleplayer,Fast-Paced,Real-Time with Pause,Offroad,Casual,Sports,Open World,Horror,3D,Realistic,Psychological Horror,Comedy,Capitalism,+"
Masky,"Casual,Action,Indie,+"
A Last will and Testament: Adventure,"Adventure,Walking Simulator,First-Person,Casual,Simulation,Dark,Puzzle,Exploration,Mystery,Action-Adventure,Point & Click,Arcade,Singleplayer,Escape Room,FPS,Hidden Object,Psychedelic,Action,Surreal,Survival,+"
Inferno,"RPG,Adventure,Indie,Horror,Violent,2D,Dark,Sci-fi,Story Rich,Singleplayer,Female Protagonist,Turn-Based,Party-Based RPG,Gore,Survival,Top-Down,Thriller,RPGMaker,+"
Fly O'Clock,"Indie,Casual,Action,Pixel Graphics,+"
Professional Farmer: American Dream,"Simulation,+"
KNIGHTS,"Immersive Sim,Puzzle,Tabletop,Strategy,2D,Chess,Relaxing,Procedural Generation,Logic,Casual,Simulation,Minimalist,Family Friendly,Tactical,Atmospheric,Singleplayer,Indie,Mouse only,Mature,Dark,+"
Blaite,"Indie,Action,Casual,Adventure,Platformer,Difficult,Pixel Graphics,Multiplayer,+"
Ghostdream,"Adventure,Casual,Indie,Point & Click,+"
Witch's Mystery,"Strategy,Casual,Card Game,Hentai,Puzzle,Puzzle Platformer,Clicker,Solitaire,2D,Sexual Content,Anime,Cartoon,Cartoony,NSFW,Fantasy,Mature,Relaxing,Funny,Nudity,Singleplayer,+"
Penguins Arena: Sedna's World,"Action,Casual,Indie,Multiplayer,FPS,Great Soundtrack,Shooter,Family Friendly,First-Person,Memes,Competitive,Funny,+"
Affliction,"FPS,Shooter,Action RPG,RPG,First-Person,3D,Comic Book,Horror,Psychological Horror,Cold War,Lore-Rich,Post-apocalyptic,Story Rich,Linear,Action,Realistic,Stylized,Sci-fi,Atmospheric,Survival,+"
Royale Storm Bowling,"Indie,+"
Strange Night,"Indie,Horror,Psychological Horror,First-Person,Singleplayer,Dark,+"
Black River,"Casual,Simulation,Strategy,Action,Adventure,RPG,Indie,RPGMaker,Horror,Story Rich,+"
You... and who else?,"Indie,Strategy,Casual,Adventure,RPG,Simulation,RPGMaker,Turn-Based,Anime,Female Protagonist,Strategy RPG,Replay Value,Fantasy,Turn-Based Strategy,+"
Vagrant Hearts Zero,"Adventure,RPG,Casual,Indie,Strategy,RPGMaker,+"
Arvale,"RPG,Indie,Casual,Adventure,RPGMaker,Story Rich,Exploration,+"
Bomb Royale,"Casual,Indie,Strategy,Early Access,Arcade,3D Platformer,Trading Card Game,3D,3D Vision,Top-Down,Third Person,Comic Book,PvP,Co-op,Singleplayer,Online Co-Op,Multiplayer,4 Player Local,Local Co-Op,Local Multiplayer,+"
Tomato Jones 2,"Action,Casual,Indie,Adventure,Simulation,+"
Epic Quest of the 4 Crystals,"RPG,Indie,RPGMaker,Adventure,Casual,Strategy,Story Rich,Anime,JRPG,+"
The Adventurer - Episode 1: Beginning of the End,"Adventure,Casual,Indie,RPG,Simulation,RPGMaker,JRPG,Anime,Turn-Based Combat,Arcade,2D,Isometric,Pixel Graphics,Fantasy,Linear,Singleplayer,+"
Trippy Jump,"Casual,Indie,Racing,+"
Scheming Through The Zombie Apocalypse: The Beginning,"Point & Click,Choices Matter,Story Rich,Interactive Fiction,Dark Comedy,Visual Novel,Comedy,Zombies,Post-apocalyptic,Inventory Management,Loot,Trading,Adventure,Cartoony,Funny,Singleplayer,Satire,Colorful,Dark Humor,Lore-Rich,+"
Ashes of Immortality II,"RPG,Casual,Adventure,Indie,RPGMaker,+"
Miniballist,"Indie,Casual,Platformer,Difficult,Psychological Horror,Illuminati,Family Friendly,+"
Pixel Puzzles 2: Anime,"Anime,Puzzle,Casual,Indie,Simulation,Strategy,Action,Singleplayer,+"
Demented,"Indie,Casual,Horror,Stealth,Early Access,+"
SEARCH ALL - POTIONS,"Exploration,Trading Card Game,Clicker,Casual,Hidden Object,Puzzle,Education,Point & Click,Tabletop,2D,Relaxing,Indie,Hand-drawn,Family Friendly,Science,Medieval,Singleplayer,+"
Bladestar,"Action,Shoot 'Em Up,Sci-fi,Arcade,Shooter,Fast-Paced,Space,2D,Indie,Procedural Generation,Difficult,Controller,Atmospheric,Casual,Singleplayer,Colorful,Classic,+"
The Village,"Action,Indie,Casual,Strategy,Horror,Shooter,+"
BlackEye,"Action,Indie,Adventure,Casual,Arcade,2D,Puzzle Platformer,Funny,Shooter,Side Scroller,Platformer,Early Access,+"
Eight Mini Racers,"Racing,Casual,+"
Hover Hazard,"Indie,Casual,+"
Moonchild,"RPG,RPGMaker,Indie,Adventure,Casual,Exploration,Female Protagonist,Story Rich,Anime,JRPG,Replay Value,Funny,Singleplayer,Fantasy,+"
Midnight's Blessing,"RPG,Casual,Adventure,Indie,RPGMaker,Fantasy,Story Rich,Female Protagonist,+"
The Sun Never Sets,"RPG,RPGMaker,+"
Pixel Puzzles: UndeadZ,"Casual,Puzzle,Indie,Simulation,Strategy,Action,Gore,Violent,Zombies,Singleplayer,+"
Rivais Em Batalha,"Action,Indie,Third-Person Shooter,Multiplayer,Shooter,Early Access,+"
Air Threat,"Action,Indie,Casual,+"
Sandbox,"Exploration,Clicker,Hidden Object,Sandbox,Adventure,Point & Click,2D,Relaxing,Conversation,Minimalist,Hand-drawn,Indie,Simulation,Score Attack,Mystery,Singleplayer,+"
Arevan,"RPG,Indie,Casual,Adventure,RPGMaker,Exploration,+"
Batho[tel],"Psychological Horror,Casual,Exploration,Puzzle,3D,Linear,Multiple Endings,Story Rich,Sci-fi,Indie,Stealth,Dark,Singleplayer,+"
Action Alien,"Action,Indie,Casual,Adventure,FPS,Aliens,+"
Mr.Brocco & Co,"Adventure,Arcade,2D Platformer,3D Fighter,Side Scroller,2D,Cute,Voxel,Indie,Cartoony,Minimalist,Pixel Graphics,Comic Book,Singleplayer,Combat,+"
In The Backrooms,"Horror,Action,Supernatural,Psychological Horror,Cinematic,Action-Adventure,Immersive Sim,Exploration,First-Person,Realistic,Atmospheric,Adventure,Dark,Survival,Simulation,Zombies,Psychological,Surreal,Survival Horror,Singleplayer,+"
Memories of a Vagabond,"RPG,Indie,RPGMaker,Adventure,JRPG,+"
Painted Memories,"Action,Adventure,Indie,Action-Adventure,Atmospheric,Singleplayer,Action RPG,Top-Down Shooter,Top-Down,RPG,Story Rich,Great Soundtrack,Arcade,Shooter,+"
THE MEME HUNTER,"Memes,Cats,Action,Shooter,First-Person,Sandbox,Realistic,Arena Shooter,Survival,Funny,Simulation,Emotional,FPS,RPG,Psychological Horror,Immersive Sim,Adventure,Atmospheric,Open World,Singleplayer,+"
Where's My Helmet?,"Action,Indie,Adventure,Strategy,Platformer,+"
Soldiers Lost Forever (1914-1918),"Action,Indie,Casual,+"
The Sacred Tears TRUE,"RPG,Indie,JRPG,RPGMaker,Anime,Great Soundtrack,Cute,Singleplayer,Card Game,+"
Neon Fantasy: Girls,"Casual,Puzzle,Creature Collector,Colorful,Atmospheric,Singleplayer,2D,Relaxing,Short,Experimental,Family Friendly,Old School,Replay Value,Retro,Cute,Stylized,Abstract,Tabletop,Anime,Side Scroller,+"
拯救大魔王重生 Falsemen: Demon Rebirth,"RPG,Indie,Adventure,+"
PUZZLE: BIRDS,"Casual,Adventure,Indie,Puzzle,+"
Locoland,"Strategy,Indie,Trains,RTS,Cult Classic,Atmospheric,+"
Caveman World: Mountains of Unga Boonga,"Casual,Indie,Adventure,Singleplayer,Platformer,Arcade,Physics,Funny,Villain Protagonist,Family Friendly,Atmospheric,Difficult,Replay Value,Fantasy,Fast-Paced,Comedy,Pixel Graphics,+"
Through the Mirror,"Casual,Action,Indie,Puzzle Platformer,Puzzle,Platformer,Minimalist,Difficult,Arcade,2D,Cartoony,Atmospheric,Linear,Singleplayer,+"
Thorne - Death Merchants,"RPGMaker,Action,RPG,Indie,Adventure,Strategy,Fantasy,Story Rich,2D,Episodic,Singleplayer,Action RPG,Action-Adventure,Dark Fantasy,Dark,Pixel Graphics,+"
Space Pilgrim Academy: Year 1,"Adventure,Indie,RPGMaker,Space,Story Rich,Sci-fi,Family Friendly,Singleplayer,2D,Female Protagonist,Atmospheric,RPG,Point & Click,Great Soundtrack,JRPG,+"
Francisca,"Indie,Horror,Casual,Action,Adventure,Stealth,First-Person,+"
Celia's Quest,"Adventure,RPG,Indie,RPGMaker,Female Protagonist,+"
Hollow's Land,"3D,First-Person,Dark Fantasy,Magic,Simulation,Fantasy,RPG,Action,MMORPG,Action RPG,Action Roguelike,Tactical RPG,2D,Colorful,Cute,Horror,Comedy,Medieval,Atmospheric,Illuminati,+"
SEEP Universe,"Action,Adventure,Indie,Platformer,Retro,Singleplayer,Arcade,2D,Classic,Puzzle Platformer,Pixel Graphics,Puzzle,Precision Platformer,Funny,1980s,1990's,+"
Brushwood Buddies,"Indie,Casual,Puzzle,Pixel Graphics,Cute,Singleplayer,Relaxing,+"
Beatdown Brawler,"Beat 'em up,3D Fighter,Casual,Rhythm,Martial Arts,PvE,Difficult,Fighting,Survival,Arcade,3D,Third Person,Funny,Action,Cartoony,Colorful,Stylized,Adventure,Old School,Cartoon,+"
TriangleStorm,"Indie,Casual,Arcade,Side Scroller,2D,Competitive,Funny,Colorful,+"
Dragon Hunter,"Indie,Casual,+"
Hunter,"Action,Indie,Casual,Simulation,Sports,Hunting,Singleplayer,Arcade,Adventure,Relaxing,Short,Family Friendly,Point & Click,FPS,+"
Time in Time,"Indie,Strategy,Casual,Puzzle Platformer,Difficult,Platformer,Puzzle,Side Scroller,3D Platformer,2.5D,Minimalist,Colorful,Robots,Family Friendly,Logic,Level Editor,Controller,Singleplayer,+"
Osteya,"Indie,Casual,Action,Adventure,Platformer,2D,Pixel Graphics,+"
OH! RPG!,"RPGMaker,RPG,Indie,Adventure,Strategy,Casual,JRPG,Anime,+"
The Odyssey: Winds of Athena,"Indie,Simulation,Strategy,Action,Adventure,God Game,Puzzle,Casual,2D,Singleplayer,Shoot 'Em Up,Arcade,Fantasy,Retro,Anime,+"
Pixel Puzzles Illustrations & Anime,"Casual,Simulation,Anime,Sports,Strategy,Tabletop,Puzzle,Board Game,Card Game,Hidden Object,Point & Click,Aliens,Education,2D,Cartoon,Hand-drawn,Post-apocalyptic,Cartoony,Sci-fi,Ninja,+"
MahjongSchool,"Casual,Sexual Content,Match 3,Puzzle,Roguelite,2D,Anime,Cute,Comedy,Old School,Retro,Relaxing,Funny,Romance,Strategy,Logic,Female Protagonist,Singleplayer,Indie,Dating Sim,+"
Elemental Girls,"Indie,Casual,Anime,Nudity,Sexual Content,Hentai,Puzzle,+"
Degrees,"Racing,+"
OLEG MONGOL,"Rhythm,Indie,Sexual Content,Memes,Funny,Emotional,Anime,Cute,Comedy,Beautiful,NSFW,Parody,Mature,Nudity,Character Action Game,Hentai,Music,Casual,Simulation,3D,+"
Russian Prisoner VS Nazi Zombies,"Action,Adventure,Indie,Gore,Violent,+"
Clicker: Glad Valakas,"Indie,Casual,Simulation,Clicker,+"
ELON on MARS,"Racing,Simulation,Sports,Indie,On-Rails Shooter,Action,Space,Singleplayer,Memes,Immersive Sim,Experience,Funny,Cinematic,Atmospheric,Realistic,Addictive,Stylized,Shoot 'Em Up,Futuristic,Replay Value,+"
Nash Racing,"Racing,Indie,+"
A Demon's Game - Episode 1,"Action,Adventure,Horror,Psychological Horror,Puzzle,Gore,Walking Simulator,Mystery Dungeon,Violent,First-Person,Survival,Singleplayer,Atmospheric,Demons,Exploration,Fighting,Blood,Early Access,Fast-Paced,Indie,+"
Freedom Fighter,"Action,Indie,Platformer,RPG,Arcade,2D Platformer,2D,Pixel Graphics,Retro,Linear,Singleplayer,Violent,+"
Battlepaths,"RPG,Indie,Turn-Based,2D,Loot,+"
Go-Kart Racing,"Indie,Racing,Sports,Simulation,Automobile Sim,+"
Autumn,"Casual,Indie,Puzzle,Relaxing,Side Scroller,Abstract,Psychedelic,Colorful,Cute,Atmospheric,Funny,Choices Matter,Singleplayer,Soundtrack,Stylized,Strategy,Psychological Horror,FPS,Simulation,Nudity,+"
Crossing Damaged Bridge,"Adventure,Casual,Simulation,Racing,Colorful,Cute,FMV,Isometric,Minimalist,Third Person,Singleplayer,Indie,Driving,Offroad,Motocross,Family Friendly,+"
Cavegirl Adventures,"Minimalist,Hand-drawn,Stylized,Combat,Adventure,2D Fighter,Cute,Colorful,Indie,Singleplayer,Exploration,Spectacle fighter,2D,+"
Sharp Trouble,"Adventure,Dungeon Crawler,Hidden Object,Difficult,Underground,Singleplayer,Indie,+"
Running Ninja,"Indie,Casual,+"
Heaven Forest NIGHTS,"Adventure,Action,Walking Simulator,VR,+"
A Game of Changes,"Puzzle,3D Platformer,Logic,Adventure,Platformer,Puzzle Platformer,Third Person,Dark Humor,Comedy,Physics,Singleplayer,3D,Atmospheric,Funny,Casual,Indie,Choices Matter,Hex Grid,Racing,+"
Nice Way,"Casual,Indie,Puzzle,+"
Star Boss,"Action,Indie,Casual,+"
Fidget Spinner In Space,"Indie,Casual,Adventure,Memes,+"
Alien Hostage,"Strategy,Casual,Indie,Simulation,Physics,Puzzle,Singleplayer,3D Platformer,+"
Metal Commando,"Singleplayer,2D,Action,Adventure,Casual,Indie,Platformer,Fighting,+"
5.0,"Indie,Pixel Graphics,2D,Platformer,+"
Planet Station,"Adventure,Action,Simulation,Indie,Survival,Shooter,3D,Exploration,Minimalist,Story Rich,Singleplayer,Fast-Paced,Gore,First-Person,Pixel Graphics,Multiple Endings,Family Friendly,Casual,Dark Humor,Survival Horror,+"
The Third Day,"Adventure,Point & Click,Hand-drawn,Satire,Narration,Singleplayer,Conversation,Nudity,Puzzle,Indie,Sexual Content,+"
Me Alone Reissue,"Spectacle fighter,Shooter,Action RPG,First-Person,Zombies,Singleplayer,Indie,+"
Captivity,"Indie,Casual,Action,Adventure,Horror,Psychological Horror,Atmospheric,Singleplayer,Conspiracy,+"
Broken Armor,"Action,Indie,Pixel Graphics,2D,Retro,Difficult,Arcade,Singleplayer,Top-Down,Score Attack,+"
CPU Invaders,"Funny,Pixel Graphics,Casual,Indie,Arcade,Shoot 'Em Up,Twin Stick Shooter,Singleplayer,Great Soundtrack,Action,Simulation,2D,Psychological Horror,Free to Play,Racing,Minimalist,Colorful,Cute,Satire,Survival,+"
Sins Of The Demon RPG,"Anime,RPG,RPGMaker,Adventure,Sexual Content,Indie,Nudity,Pixel Graphics,Action,Story Rich,Singleplayer,2D,Great Soundtrack,Fantasy,Open World,Exploration,JRPG,Retro,Survival,Shooter,+"
Heaven Island Life,"Indie,Simulation,VR,Walking Simulator,+"
AirFighter,"Simulation,War,Jet,World War II,3D,Action,Indie,Singleplayer,Tactical,RPG,Tactical RPG,+"
A Priest Walks Into a Graveyard,"Action Roguelike,Roguelite,Shooter,Arcade,2D,Top-Down,Horror,Action,Open World,Casual,Procedural Generation,Abstract,Pixel Graphics,Demons,Score Attack,Dark,Old School,Retro,Survival Horror,Singleplayer,+"
DOOMER'S ADVENTURE,"Action,Platformer,Retro,Precision Platformer,Difficult,Indie,2D,Gore,Perma Death,Side Scroller,Singleplayer,2D Platformer,Mystery Dungeon,Dungeon Crawler,Minimalist,Arcade,Puzzle,Atmospheric,Old School,Casual,+"
Labyronia RPG 2,"RPGMaker,Anime,RPG,Indie,Adventure,Action,2D,Pixel Graphics,Fantasy,Open World,Singleplayer,Shoot 'Em Up,Retro,Story Rich,Turn-Based,Great Soundtrack,Atmospheric,Puzzle,Shooter,JRPG,+"
Unforgiving Trials: The Darkest Crusade,"RPG,Indie,Roguelike,JRPG,Difficult,Adventure,RPGMaker,2D,Party-Based RPG,Pixel Graphics,Fantasy,Fighting,Arcade,Anime,Dark Fantasy,Medieval,Linear,Singleplayer,Old School,Turn-Based,+"
Sun Blast: Star Fighter,"Action,Shoot 'Em Up,Indie,Adventure,Anime,Arcade,Space,Shooter,Sci-fi,Third Person,Singleplayer,On-Rails Shooter,Difficult,Classic,+"
Banana Hunter,"Puzzle,Difficult,2D,Cute,Funny,Colorful,Indie,Singleplayer,+"
The path to domination,"Exploration,Hidden Object,JRPG,RPG,2D,Top-Down,Isometric,Relaxing,Story Rich,Choices Matter,Action,Casual,Magic,Adventure,Retro,Singleplayer,Indie,RPGMaker,Action RPG,+"
Misha Adventures,"2D Platformer,Visual Novel,Platformer,Adventure,2D,Cute,Pixel Graphics,Colorful,Indie,Atmospheric,Logic,Singleplayer,Strategy,RPG,Exploration,Strategy RPG,+"
Red Risk,"Co-op,Survival Horror,Nudity,Survival,Zombies,Blood,Top-Down Shooter,Action,Casual,Strategy,Horror,Gore,Multiplayer,Top-Down,Indie,Arcade,RTS,Action-Adventure,Shoot 'Em Up,Third Person,+"
Rolling Car,"Simulation,Automobile Sim,2D,Casual,Minimalist,Singleplayer,Indie,Racing,+"
Legend of Mysteria RPG,"Anime,RPG,RPGMaker,Indie,Adventure,Action,Pixel Graphics,2D,Singleplayer,JRPG,Fantasy,Shoot 'Em Up,Casual,Puzzle,Turn-Based,Open World,Great Soundtrack,Exploration,Horror,Survival,+"
Conan the mighty pig,"Psychological Horror,World War II,Sexual Content,Hentai,Gore,Nudity,Illuminati,LGBTQ+,Survival Horror,Story Rich,Great Soundtrack,Dating Sim,Horror,Anime,Female Protagonist,Action,Indie,Adventure,Platformer,Memes,+"
Pumped BMX +,"Sports,Bikes,Indie,BMX,Singleplayer,+"
Forward to the Sky,"Action,Anime,Adventure,Cute,Female Protagonist,RPG,Indie,Casual,Puzzle,3D Platformer,Singleplayer,Funny,Hack and Slash,+"
Time Rifters,"Action,Casual,Indie,Shooter,First-Person,Singleplayer,VR,FPS,Time Travel,Strategy,Level Editor,Tower Defense,Puzzle,Time Manipulation,Controller,Sci-fi,Voxel,Multiplayer,+"
60 Seconds!,"Survival,Post-apocalyptic,Singleplayer,Strategy,Simulation,Dark Humor,Funny,Indie,Adventure,Comedy,Choices Matter,Casual,Point & Click,Action,Difficult,War,Text-Based,2D,Dark Comedy,Roguelite,+"
Viviette,"Pixel Graphics,Horror,2D,Adventure,Indie,Psychological Horror,Anime,Great Soundtrack,Story Rich,Singleplayer,Survival Horror,Dark,Puzzle,Multiple Endings,Classic,Cute,Mystery,Thriller,Atmospheric,Investigation,+"
Run Dummy Run,"2D,Adventure,Singleplayer,Indie,Pixel Graphics,Precision Platformer,Rhythm,Difficult,Platformer,Arcade,Funny,Family Friendly,Casual,Colorful,Action,Music,Soundtrack,2D Platformer,Runner,Perma Death,+"
Robots - Invaders,"Casual,Adventure,Arcade,Action-Adventure,Shooter,FPS,3D,Atmospheric,Indie,PvE,Singleplayer,+"
FlatOut 2™,"Racing,Combat Racing,Automobile Sim,Multiplayer,Destruction,Vehicular Combat,Great Soundtrack,Classic,Action,Singleplayer,Music,Driving,Arcade,Physics,Simulation,Local Multiplayer,Atmospheric,Funny,Comedy,Casual,+"
Dungeon Village 2,"Simulation,RPG,Strategy,Casual,Colony Sim,City Builder,Pixel Graphics,2D Platformer,Life Sim,Real Time Tactics,2D,Cute,Colorful,Fantasy,Retro,Loot,Building,Dinosaurs,Management,Nature,+"
Algorithm,"Indie,Casual,Puzzle,Difficult,Singleplayer,+"
Succubus Farm,"Sexual Content,Adventure,RPG,Nudity,Hentai,Anime,JRPG,Mature,Singleplayer,NSFW,Action,RPGMaker,Memes,Indie,Psychological Horror,+"
The Undying Plague,"Indie,Action,Zombies,+"
Aliens Tower Defense,"Simulation,Arena Shooter,Action,Bullet Hell,Dungeon Crawler,Flight,Hero Shooter,Idler,Singleplayer,Indie,Aliens,Tower Defense,Unforgiving,+"
PSIONIC,"Survival,Shooter,Horror,Action,Indie,Gore,Casual,Adventure,Simulation,Exploration,3D,First-Person,Atmospheric,Story Rich,Family Friendly,Comedy,Singleplayer,Fast-Paced,Minimalist,Pixel Graphics,+"
The Albatross,"Action,Indie,Adventure,First-Person,+"
Nuclear Contingency,"Action,Adventure,Indie,Stealth,+"
Head Goal: Soccer Online,"Multiplayer,Football (Soccer),Competitive,Sports,Team-Based,Online Co-Op,Fast-Paced,Co-op,Action,Funny,Casual,Indie,eSports,PvP,Massively Multiplayer,2D,Simulation,Modern,Physics,Real-Time,+"
Space Beret,"Casual,Indie,Action,Shooter,Top-Down Shooter,+"
PINK ELEPHANT,"Adventure,Puzzle,Difficult,Cute,Pixel Graphics,Indie,Exploration,+"
Hidden Dungeon Top-Down 3D,"Action,Casual,Adventure,RPG,Simulation,Strategy,4X,Battle Royale,Card Game,Colony Sim,Interactive Fiction,3D Platformer,Card Battler,Choose Your Own Adventure,Dungeon Crawler,Flight,Immersive Sim,2D,3D,First-Person,+"
False Shelter,"RPG,RPGMaker,+"
Taxi Taxi Sim,"Adventure,Casual,Simulation,Racing,Collectathon,Combat Racing,Exploration,Immersive Sim,Metroidvania,Colorful,Cute,Indie,Realistic,Singleplayer,Family Friendly,Job Simulator,Life Sim,+"
Gachi Gang,"Indie,Casual,Adventure,Nudity,+"
Pixel chan,"Casual,Puzzle,2D,Anime,FPS,Cute,Pixel Graphics,Sexual Content,Relaxing,Indie,Romance,Linear,Singleplayer,+"
Candy Smash VR,"VR,Action,3D Fighter,Sports,Casual,Simulation,Indie,Cute,Arcade,On-Rails Shooter,First-Person,Colorful,Family Friendly,Funny,Martial Arts,Score Attack,Physics,Singleplayer,Zombies,Spectacle fighter,+"
Number 1!,"Adventure,Casual,Simulation,Sports,Action,Rhythm,Abstract,Cute,Isometric,Minimalist,Realistic,Indie,Stylized,Singleplayer,Runner,+"
Arena: Blood on the Sand VR,"Action,Indie,Simulation,Swordplay,Arena Shooter,Controller,VR,+"
Brother Wings,"Casual,Action,Indie,Shoot 'Em Up,Puzzle,Arcade,Shooter,Point & Click,Survival,Choose Your Own Adventure,Dungeon Crawler,2D,Pixel Graphics,Choices Matter,Singleplayer,Online Co-Op,Multiplayer,Massively Multiplayer,Retro,+"
Sons of Triskelion,"Casual,Adventure,Strategy,Indie,RPG,Simulation,RPGMaker,+"
Dragon Climax,"Action,Adventure,Indie,RPG,Platformer,2D,Pixel Graphics,Retro,Arcade,Singleplayer,2D Fighter,Female Protagonist,1980s,1990's,Violent,Precision Platformer,Difficult,Anime,Classic,Gore,+"
Abduction Bit,"Action,Indie,Arcade,Aliens,Pixel Graphics,Platformer,Co-op,Retro,2D,Local Co-Op,Singleplayer,1980s,Funny,Sci-fi,Classic,Casual,Precision Platformer,Replay Value,2D Platformer,+"
The Prism,"Strategy,Indie,Adventure,Pixel Graphics,Puzzle Platformer,Puzzle,Platformer,Atmospheric,Casual,Sokoban,Magic,Dark,Logic,6DOF,Co-op,Singleplayer,GameMaker,Beautiful,Great Soundtrack,+"
Rogue Port - Blue Nightmare,"Action,Adventure,RPG,Indie,Pixel Graphics,RPGMaker,2D,Retro,Action RPG,CRPG,Modern,Linear,Singleplayer,Controller,+"
CMD 2048,"Casual,Indie,+"
